user_id,interaction_date,age,gender,city,user_type,device_type,internet_quality,sessions_per_week,avg_session_minutes,completed_activities,pending_activities,support_tickets,response_time_hours,platform_errors,training_received,support_channel,platform_module,perceived_usability,recommendation_score,satisfaction_level,satisfied
USR01116,2025-12-06,29,Femenino,Manta,Estudiante,Laptop,Alta,7,30.2,19,12,4,6.8,1,No,Correo,Aula virtual,3.1,5,Baja,0
USR00702,2025-10-04,20,Masculino,Quito,Estudiante,Móvil,Media,8,41,17,1,0,7.6,2,,Chat,Inscripciones,3.1,5,Alta,1
USR00584,2025-02-19,22,Femenino,Quito,Estudiante,Laptop,Media,2,53.8,14,8,0,2,1,No,Chat,Inscripciones,2.5,3,Baja,0
USR00046,2025-09-01,42,Masculino,Quito,Estudiante,Laptop,Media,3,59.4,14,5,0,16.3,0,Sí,Chat,Biblioteca digital,3.2,7,Media,0
USR01350,2026-01-01,25,Femenino,Cuenca,Docente,Laptop,Media,7,17.4,22,4,2,3.9,0,Sí,Correo,Biblioteca digital,3.8,6,Baja,0
USR00791,2025-12-05,17,Femenino,Loja,Estudiante,Laptop,Media,9,34.9,17,0,2,3,0,Sí,Chat,Inscripciones,3.3,5,Alta,1
USR00347,2026-01-19,17,Masculino,Ibarra,Estudiante,Móvil,Media,5,49.9,12,7,1,3.9,5,No,Chat,Aula virtual,1.8,1,Media,0
USR00942,2025-07-08,35,Masculino,Guayaquil,Estudiante,Móvil,Alta,7,29.8,19,0,2,3,3,Sí,Correo,Aula virtual,4.8,8,Alta,1
USR00086,2026-01-22,23,Femenino,Manta,Estudiante,Móvil,Media,1,31.3,15,5,2,7.3,3,Sí,Chat,Biblioteca digital,2.4,4,Baja,0
USR00778,2026-06-20,33,Femenino,Quito,Estudiante,Tablet,Media,3,44,13,5,0,3.9,3,No,Autoservicio,Aula virtual,2.1,2,Media,0
USR00894,2025-04-24,34,Masculino,Ambato,Docente,Laptop,Alta,1,36.9,16,9,0,2.9,2,No,Chat,Aula virtual,2.9,5,Baja,0
USR01112,2025-12-16,32,Femenino,Cuenca,Estudiante,Laptop,Media,7,40.1,27,10,0,3.2,4,No,Correo,Biblioteca digital,1.7,2,Baja,0
USR01328,2025-06-18,23,Femenino,Ambato,Estudiante,Laptop,Media,7,43.9,17,4,3,10.6,1,No,Correo,Aula virtual,2.6,4,Baja,0
USR00960,2025-11-18,27,Femenino,Cuenca,Estudiante,Móvil,Alta,5,18.2,25,6,0,3.9,5,Sí,Correo,Evaluaciones,3.1,5,Baja,0
USR01495,2025-01-14,17,Masculino,Quito,Estudiante,Móvil,,7,10.2,14,8,3,7.7,4,Sí,Teléfono,Soporte académico,3.4,3,Baja,0
USR00613,2025-05-01,50,Femenino,Manta,Estudiante,Laptop,Media,12,64.5,21,2,0,1.5,3,Sí,Correo,Pagos,3,4,Baja,0
USR00817,2025-02-09,19,Femenino,Guayaquil,Estudiante,Móvil,Alta,8,48.6,30,5,1,5.4,3,Sí,Autoservicio,Evaluaciones,3.6,5,Alta,1
USR01496,2025-01-10,38,Femenino,Santo Domingo,Estudiante,Laptop,Alta,5,32.7,21,4,3,6.7,0,Sí,Chat,Evaluaciones,4.7,9,Baja,0
USR00272,2025-02-02,26,Prefiere no decir,Santo Domingo,Estudiante,Móvil,Alta,3,12.6,19,3,0,1.9,3,Sí,Chat,Aula virtual,3.5,5,Baja,0
USR00241,2026-05-09,39,Prefiere no decir,Guayaquil,Estudiante,Laptop,Alta,7,26.5,24,9,0,1.5,4,No,Chat,Evaluaciones,2.8,4,Media,0
USR01221,2026-06-13,24,Masculino,Cuenca,Estudiante,Móvil,Alta,8,28.5,22,9,3,4.2,3,No,Correo,Biblioteca digital,2.8,3,Media,0
USR00173,2025-03-29,33,Femenino,Guayaquil,Estudiante,Laptop,Baja,8,33.3,17,8,0,4,4,No,Teléfono,Inscripciones,1.9,4,Media,0
USR00163,2025-07-17,29,Femenino,Ibarra,Estudiante,Móvil,Media,6,24,11,6,4,5.4,5,Sí,Correo,Aula virtual,3.6,7,Alta,1
USR00040,2025-10-30,36,Femenino,Loja,Estudiante,Laptop,Alta,5,12.8,22,6,1,3,5,No,Autoservicio,Soporte académico,2.8,6,Media,0
USR00698,2025-01-28,17,Masculino,Manta,Estudiante,Laptop,Media,4,45.2,20,5,1,1.8,0,,Autoservicio,Biblioteca digital,4.1,7,Alta,1
USR00028,2025-12-05,26,Femenino,Guayaquil,Estudiante,Laptop,Alta,4,33.3,17,2,0,6.4,0,Sí,Teléfono,Soporte académico,4.1,8,Baja,0
USR00232,2025-08-31,35,Masculino,Quito,Docente,Móvil,Baja,1,16.2,20,10,7,12.4,5,Sí,Correo,Pagos,3.3,6,Baja,0
USR01117,2026-03-14,23,Masculino,Guayaquil,Docente,Móvil,Media,6,23.4,16,8,2,5.6,4,No,Chat,Pagos,2.6,4,Baja,0
USR01441,2025-11-21,33,Femenino,Quito,Estudiante,Tablet,Baja,8,29.1,17,17,0,10.6,6,No,Chat,Inscripciones,1.2,1,Baja,0
USR00629,2026-02-25,23,Femenino,Manta,Docente,Laptop,Media,8,5,22,2,1,4,2,Sí,Correo,Soporte académico,2.6,5,Baja,0
USR00071,2025-06-07,36,Masculino,Guayaquil,Docente,Laptop,Alta,10,27.1,16,1,2,5.1,0,Sí,Autoservicio,Evaluaciones,5,6,Alta,1
USR00928,2025-08-16,17,Femenino,Quito,Docente,Laptop,Media,6,47.2,20,2,1,5.1,1,Sí,Chat,Aula virtual,4.7,8,Alta,1
USR01327,2025-09-19,32,Femenino,Guayaquil,Administrativo,Móvil,Media,5,34,16,10,1,10.7,4,Sí,Autoservicio,Pagos,3.7,8,Media,0
USR00953,2025-01-13,22,Femenino,Cuenca,Estudiante,Tablet,Alta,4,31.1,29,7,1,3,0,No,Autoservicio,Aula virtual,3.3,6,Media,0
USR00580,2025-12-26,26,Masculino,Manta,Administrativo,Laptop,Media,4,9.9,27,3,0,5,1,,Correo,Evaluaciones,3.8,6,Alta,1
USR00874,2026-06-13,26,Masculino,Ibarra,Estudiante,Laptop,Baja,8,73.3,26,3,4,10.9,4,Sí,Autoservicio,Inscripciones,1.6,3,Baja,0
USR01437,2025-01-04,36,Femenino,Guayaquil,Estudiante,Móvil,Media,4,16,13,6,1,6.6,1,No,Autoservicio,Aula virtual,3.2,5,Media,0
USR00757,2025-01-03,24,Femenino,Ambato,Estudiante,Tablet,Media,1,29.7,15,5,1,2,0,Sí,Autoservicio,Aula virtual,4.5,7,Alta,1
USR00622,2025-12-30,45,Femenino,Manta,Estudiante,Laptop,Alta,6,48.4,11,4,0,4.1,0,Sí,Chat,Biblioteca digital,4.5,7,Media,0
USR00106,2026-06-08,36,Femenino,Cuenca,Estudiante,Laptop,Media,6,51.6,19,6,2,,0,Sí,Autoservicio,Soporte académico,3.3,7,Baja,0
USR00967,2026-03-19,31,Femenino,Quito,Estudiante,Móvil,Alta,6,33.4,16,8,0,4.6,0,Sí,Autoservicio,Pagos,4.3,8,Alta,1
USR00353,2026-05-02,17,Femenino,Cuenca,Administrativo,Laptop,Media,5,37.9,11,4,1,7,5,No,Autoservicio,Evaluaciones,1.6,0,Baja,0
USR00742,2026-05-31,45,Femenino,Quito,Estudiante,Móvil,Media,3,69.9,9,8,4,5.9,3,No,Autoservicio,Soporte académico,2.3,4,Baja,0
USR00858,2026-03-05,28,Masculino,Guayaquil,Estudiante,Móvil,Media,8,30,5,8,2,8.1,1,Sí,Chat,Soporte académico,3.2,5,Media,0
USR01091,2026-04-02,47,Masculino,Guayaquil,Administrativo,Móvil,Media,9,35.1,13,6,0,2.2,1,Sí,Correo,Biblioteca digital,3.7,6,Media,0
USR00382,2025-12-31,56,Femenino,Ibarra,Estudiante,Computador de escritorio,Media,8,54.4,12,11,2,6.6,0,No,Teléfono,Evaluaciones,2.8,5,Media,0
USR00383,2026-02-09,34,Masculino,Guayaquil,Docente,Laptop,Media,9,52.5,21,4,2,6.3,2,Sí,Autoservicio,Aula virtual,4,5,Media,0
USR01017,2026-03-13,34,Masculino,Quito,Estudiante,Laptop,Media,7,5.6,10,6,2,,3,No,Chat,Soporte académico,1.8,3,Baja,0
USR00321,2025-03-16,33,Masculino,Cuenca,Estudiante,Laptop,Baja,2,50.7,17,9,2,3.4,7,Sí,Chat,Evaluaciones,2.7,3,Baja,0
USR00467,2025-06-24,23,Femenino,Loja,Estudiante,Laptop,Baja,3,41.1,17,13,2,3.5,3,No,Correo,Evaluaciones,1,2,Baja,0
USR00706,2025-05-22,27,Femenino,Quito,Administrativo,Tablet,Media,7,35.3,22,7,1,4.6,1,No,Chat,Soporte académico,2.4,5,Baja,0
USR01256,2026-03-25,42,Femenino,Cuenca,Estudiante,Laptop,Alta,4,31.4,20,7,1,4.7,1,Sí,Chat,Evaluaciones,4.6,8,Baja,0
USR01093,2026-05-17,20,Masculino,Quito,Estudiante,Laptop,Baja,6,38.7,19,9,2,5.2,4,No,Teléfono,Aula virtual,1,1,Baja,0
USR00562,2026-02-17,22,Femenino,Santo Domingo,Estudiante,Laptop,Alta,2,87.2,13,2,4,7.7,2,Sí,Chat,Aula virtual,3.8,6,Alta,1
USR00585,2025-08-17,23,Masculino,Quito,Estudiante,Móvil,Alta,8,55.4,19,2,2,5.5,2,Sí,Chat,Evaluaciones,4,6,Baja,0
USR00389,2025-08-13,29,Femenino,Ibarra,Estudiante,Móvil,Alta,3,54.7,5,10,0,0.5,3,No,Chat,Pagos,3.1,6,Baja,0
USR01048,2025-09-19,19,Femenino,Guayaquil,Docente,Móvil,Media,8,41.2,15,0,3,3.2,2,Sí,Autoservicio,Aula virtual,2.8,5,Baja,0
USR00450,2026-06-17,19,Femenino,Quito,Docente,Laptop,Media,1,50.3,13,1,2,2.6,1,Sí,Teléfono,Pagos,4.2,8,Alta,1
USR00360,2025-11-08,17,Femenino,Quito,Estudiante,Móvil,Media,5,33.8,18,1,0,1.9,0,Sí,Chat,Evaluaciones,4.1,7,Baja,0
USR01489,2025-09-30,37,Masculino,Quito,Estudiante,Laptop,,7,41.2,15,3,1,11.8,0,Sí,Chat,Aula virtual,5,9,Alta,1
USR00223,2025-04-11,40,Masculino,Quito,Estudiante,Móvil,Alta,1,27.7,9,7,2,2.6,1,Sí,Chat,Soporte académico,3.9,6,Baja,0
USR01113,2026-01-26,22,Masculino,Cuenca,Docente,Laptop,Media,9,44.9,17,10,1,5.8,0,,Chat,Aula virtual,3.6,4,Baja,0
USR00115,2025-07-30,20,Masculino,Quito,Estudiante,Tablet,Alta,5,21.7,15,13,0,10.2,0,Sí,Chat,Biblioteca digital,4.8,8,Baja,0
USR00299,2026-04-25,36,Masculino,Ibarra,Docente,Móvil,Alta,7,30.6,24,8,0,1.3,4,No,Teléfono,Evaluaciones,3.3,6,Baja,0
USR00751,2026-04-13,21,Masculino,Ambato,Estudiante,Laptop,Media,9,44.8,17,3,2,9.1,2,Sí,Chat,Evaluaciones,3.1,7,Baja,0
USR01247,2026-02-16,34,Masculino,Loja,Estudiante,Computador de escritorio,Media,6,51.7,16,9,2,3.6,0,No,Chat,Aula virtual,2.5,4,Media,0
USR01499,2025-08-02,23,Femenino,Manta,Estudiante,Laptop,Media,7,56,20,7,0,8.8,2,Sí,Correo,Aula virtual,2.6,6,Media,0
USR01028,2025-07-27,27,Femenino,Ambato,Estudiante,Laptop,,2,34.5,16,6,0,1.5,3,Sí,Teléfono,Pagos,4.5,6,Alta,1
USR01351,2026-05-13,17,Masculino,Guayaquil,Estudiante,Laptop,Alta,2,68,18,5,1,7,0,No,Chat,Biblioteca digital,3.3,7,Media,0
USR00766,2025-11-13,24,Femenino,Ambato,Estudiante,Laptop,Media,5,40.8,14,1,0,2.8,1,Sí,Chat,Evaluaciones,4,7,Baja,0
USR00312,2025-12-15,41,Femenino,Guayaquil,Docente,Laptop,Media,6,52.7,26,11,1,6,1,Sí,Chat,Aula virtual,3.9,7,Baja,0
USR01476,2025-07-01,18,Femenino,Guayaquil,Estudiante,Laptop,Media,6,56.5,29,5,1,3.8,4,Sí,Chat,Evaluaciones,2.8,5,Baja,0
USR00496,2026-02-12,21,Masculino,Manta,Estudiante,Laptop,Alta,9,61.8,18,5,2,3.7,0,No,Correo,Evaluaciones,3.7,7,Baja,0
USR00434,2026-05-03,34,Femenino,Quito,Estudiante,Tablet,Alta,1,66.7,17,4,1,7,2,Sí,Autoservicio,Evaluaciones,3.5,7,Alta,1
USR00444,2025-12-11,33,Masculino,Santo Domingo,Docente,Móvil,Alta,2,47.4,18,1,4,7,1,Sí,Autoservicio,Biblioteca digital,4,5,Media,0
USR00841,2026-02-13,18,Femenino,Santo Domingo,Estudiante,Laptop,Media,6,41.9,13,7,2,5.3,0,No,Chat,Evaluaciones,3.3,5,Baja,0
USR00212,2026-04-14,28,Masculino,Guayaquil,Estudiante,Móvil,Alta,2,27.3,7,5,2,3.8,3,No,Chat,Soporte académico,3.3,4,Media,0
USR00737,2026-04-27,41,Masculino,Cuenca,Docente,Tablet,Media,6,44.6,23,3,1,12.9,4,Sí,Correo,Inscripciones,2.7,5,Media,0
USR00031,2026-04-07,27,Femenino,Quito,Estudiante,Tablet,Baja,3,13.6,12,7,4,5.5,4,Sí,Chat,Evaluaciones,3,7,Media,0
USR00189,2026-04-01,45,Masculino,Cuenca,Estudiante,Móvil,Alta,9,51.4,19,5,2,3.9,2,Sí,Correo,Biblioteca digital,4.3,5,Alta,1
USR00333,2025-11-03,30,Masculino,Santo Domingo,Estudiante,Computador de escritorio,Media,5,68,4,9,2,5.3,3,No,Correo,Inscripciones,2.9,2,Baja,0
USR00019,2025-08-19,32,Femenino,Ibarra,Estudiante,Móvil,Media,4,23.9,17,11,3,3,2,No,Correo,Evaluaciones,2,0,Baja,0
USR00254,2026-06-29,34,Masculino,Guayaquil,Estudiante,Móvil,Alta,9,49.5,16,9,2,2.9,1,No,Teléfono,Soporte académico,2.2,4,Media,0
USR00780,2026-01-23,38,Femenino,Quito,Estudiante,Móvil,Media,8,32.4,19,8,1,3,0,Sí,Chat,Aula virtual,3.4,6,Baja,0
USR01090,2025-12-02,44,Femenino,Ibarra,Docente,Laptop,Alta,5,15.7,10,9,3,9.2,3,No,Teléfono,Pagos,2,3,Media,0
USR00665,2025-06-18,29,Femenino,Guayaquil,Estudiante,Laptop,Alta,4,5,10,7,2,,0,No,Chat,Biblioteca digital,3.3,4,Media,0
USR00821,2025-05-25,25,Masculino,Loja,Estudiante,Tablet,Alta,9,55.6,21,4,4,7.2,2,Sí,Correo,Inscripciones,4.7,8,Alta,1
USR00838,2026-03-06,19,Prefiere no decir,Quito,Estudiante,Laptop,Media,4,34.9,25,0,0,2.5,0,Sí,Chat,Aula virtual,4.8,8,Alta,1
USR00983,2025-07-01,56,Femenino,Loja,Estudiante,Laptop,Media,5,43.5,22,15,2,4.7,0,No,Autoservicio,Pagos,3.1,5,Baja,0
USR00039,2025-06-24,36,Femenino,Manta,Estudiante,Móvil,Media,8,50.4,14,8,3,5.6,6,No,Correo,Inscripciones,2.1,3,Baja,0
USR00177,2025-06-15,39,Masculino,Ambato,Estudiante,Móvil,Baja,7,44,15,5,3,4.6,3,Sí,Correo,Evaluaciones,2.3,5,Baja,0
USR00443,2026-04-10,32,Masculino,Quito,Estudiante,Laptop,Alta,5,58.6,19,2,1,3,0,Sí,Autoservicio,Pagos,4.3,9,Media,0
USR00727,2026-01-26,29,Femenino,Quito,Estudiante,Laptop,Media,4,47.6,20,2,0,2.2,4,Sí,Chat,Evaluaciones,2.5,4,Baja,0
USR00119,2025-01-13,31,Femenino,Quito,Administrativo,Tablet,Media,8,30.8,22,8,0,1.5,0,No,Teléfono,Pagos,2.8,6,Media,0
USR00404,2026-04-11,18,Masculino,Quito,Docente,Computador de escritorio,Media,6,15.9,20,9,1,7.6,3,No,Correo,Evaluaciones,2.9,2,Baja,0
USR00897,2025-06-22,29,Femenino,Ambato,Estudiante,Móvil,Media,7,20.1,20,4,3,5.2,3,,Teléfono,Evaluaciones,3.2,5,Baja,0
USR00458,2025-07-20,42,Femenino,Quito,Docente,Móvil,,7,15.2,15,6,0,5.2,0,Sí,Autoservicio,Soporte académico,3.9,8,Media,0
USR00415,2025-04-18,48,Masculino,Quito,Estudiante,Móvil,Alta,5,34,13,9,1,2.3,2,No,Correo,Aula virtual,4,6,Media,0
USR01360,2025-12-25,20,Masculino,Quito,Estudiante,Laptop,Alta,4,50.9,23,5,3,3.4,2,Sí,Correo,Aula virtual,4.2,8,Alta,1
USR00907,2025-09-09,36,Masculino,Manta,Docente,Laptop,Alta,2,31.2,19,2,0,4.9,0,Sí,Correo,Evaluaciones,3.8,7,Alta,1
USR00816,2025-02-05,37,Femenino,Cuenca,Estudiante,Laptop,Alta,7,39.2,11,0,0,2.5,2,Sí,Chat,Aula virtual,4.7,7,Baja,0
USR00680,2026-06-07,48,Femenino,Ambato,Estudiante,Móvil,Media,4,59,11,7,4,10.2,6,No,Autoservicio,Evaluaciones,1.7,2,Media,0
USR01180,2025-06-14,40,Masculino,Quito,Estudiante,Móvil,Baja,6,47.9,17,8,4,5.3,5,No,Chat,Inscripciones,3.2,5,Media,0
USR01149,2025-08-04,28,Masculino,Manta,Estudiante,Móvil,Media,7,26.3,24,6,0,4.7,6,Sí,Correo,Biblioteca digital,2.5,3,Baja,0
USR00474,2025-06-06,28,Masculino,Quito,Docente,Laptop,Alta,5,72.1,22,4,1,2.3,1,Sí,Correo,Evaluaciones,4.9,7,Baja,0
USR00391,2025-01-14,29,Masculino,Quito,Estudiante,Móvil,Baja,6,7.6,12,14,2,7.2,8,No,Correo,Evaluaciones,2.3,0,Baja,0
USR00054,2026-06-07,35,Femenino,Ambato,Estudiante,Computador de escritorio,Media,6,46.2,19,3,3,5.5,1,Sí,Chat,Aula virtual,3,4,Media,0
USR00188,2026-06-21,27,Masculino,Quito,Estudiante,Laptop,Media,4,64.9,20,13,3,9.3,2,No,Chat,Aula virtual,1,2,Baja,0
USR00939,2026-05-06,34,Femenino,Ibarra,Estudiante,Laptop,Media,8,51.3,25,7,0,1.1,1,Sí,Chat,Aula virtual,3.4,3,Media,0
USR00917,2025-03-28,33,Femenino,Quito,Estudiante,Laptop,Media,6,56.8,9,16,0,1.7,1,No,Correo,Pagos,2.9,4,Baja,0
USR00575,2026-04-13,48,Masculino,Quito,Docente,Móvil,Alta,3,55.5,22,0,2,6.5,5,Sí,Autoservicio,Biblioteca digital,3.9,8,Alta,1
USR00745,2025-07-07,37,Masculino,Manta,Estudiante,Móvil,Alta,4,39.7,16,3,1,1.9,4,Sí,Correo,Aula virtual,4.1,6,Media,0
USR00926,2025-10-13,39,Masculino,Manta,Estudiante,Móvil,Media,2,72.2,10,8,1,2.9,1,Sí,Chat,Inscripciones,3.7,6,Alta,1
USR00603,2026-03-22,33,Femenino,Cuenca,Estudiante,Laptop,Alta,1,53,13,1,2,4.4,4,Sí,Chat,Evaluaciones,5,8,Alta,1
USR01086,2025-06-17,47,Prefiere no decir,Loja,Estudiante,Tablet,Alta,9,23.4,20,7,0,8,3,No,Correo,Evaluaciones,2.7,5,Media,0
USR00499,2025-06-09,21,Masculino,Guayaquil,Docente,Móvil,Alta,4,28.5,21,5,2,20.7,1,Sí,Correo,Pagos,3.2,3,Media,0
USR00432,2026-04-01,34,Femenino,Santo Domingo,Administrativo,Móvil,Alta,7,21.1,16,8,1,5.6,3,Sí,Autoservicio,Pagos,3.9,5,Media,0
USR00720,2025-03-23,32,Femenino,Cuenca,Administrativo,Móvil,Alta,7,35.4,20,6,1,1.8,2,Sí,Teléfono,Biblioteca digital,4.3,9,Alta,1
USR00540,2025-04-12,29,Masculino,Quito,Estudiante,Tablet,Media,4,27.8,19,12,0,2.9,4,No,Correo,Evaluaciones,1.7,2,Baja,0
USR00559,2026-05-23,26,Femenino,Manta,Docente,Laptop,Media,5,58.1,14,5,2,6.9,3,Sí,Chat,Aula virtual,2.7,5,Baja,0
USR00072,2025-03-16,32,Masculino,Quito,Estudiante,Móvil,Media,7,34.9,13,8,0,2.4,2,Sí,Autoservicio,Aula virtual,3.4,6,Media,0
USR01089,2025-12-11,17,Femenino,Manta,Estudiante,Laptop,Media,8,25.4,26,4,4,7.9,0,Sí,Autoservicio,Inscripciones,2.4,3,Media,0
USR00808,2025-08-18,28,Femenino,Quito,Estudiante,Móvil,Baja,5,34.8,24,5,1,3.5,7,Sí,Correo,Evaluaciones,1.9,4,Media,0
USR00075,2026-01-10,31,Femenino,Guayaquil,Estudiante,Laptop,Media,3,28.8,16,3,0,2.4,2,Sí,Correo,Inscripciones,3.1,5,Baja,0
USR00531,2025-12-29,17,Femenino,Ibarra,Docente,Tablet,Media,11,43.5,16,14,5,8.8,3,No,Chat,Soporte académico,1.9,3,Media,0
USR00266,2026-03-18,26,Femenino,Quito,Docente,Móvil,Baja,3,12.7,20,6,4,6,5,Sí,Chat,Aula virtual,3.3,3,Baja,0
USR01435,2025-10-09,44,Femenino,Quito,Administrativo,Laptop,Alta,4,54.8,7,5,1,3.6,2,No,Autoservicio,Inscripciones,3.1,3,Baja,0
USR00486,2025-10-01,37,Femenino,Guayaquil,Estudiante,Laptop,Media,5,30.9,16,9,1,3.9,0,No,Chat,Aula virtual,3.7,6,Media,0
USR00561,2025-04-01,24,Masculino,Manta,Estudiante,Computador de escritorio,Media,9,43.8,13,7,3,,1,No,Chat,Pagos,3,4,Baja,0
USR01329,2025-08-26,36,Masculino,Quito,Administrativo,Móvil,Alta,6,58.9,14,14,1,3.6,2,No,Autoservicio,Aula virtual,3.4,7,Media,0
USR01275,2025-08-14,39,Masculino,Santo Domingo,Estudiante,Móvil,Media,5,41.2,10,5,1,18.5,4,No,Teléfono,Evaluaciones,1.6,2,Media,0
USR01459,2025-07-27,47,Femenino,Guayaquil,Estudiante,Laptop,Alta,8,43.8,11,7,0,3.1,1,No,Chat,Soporte académico,3.4,6,Baja,0
USR00178,2025-02-28,27,Masculino,Loja,Estudiante,Laptop,Media,8,47.5,13,8,1,6.9,2,No,Teléfono,Aula virtual,1.9,4,Media,0
USR00154,2026-01-08,30,Masculino,Loja,Docente,Laptop,Alta,5,45.1,19,9,0,3.8,0,No,Correo,Pagos,4.3,8,Media,0
USR00369,2025-03-23,36,Femenino,Cuenca,Estudiante,Laptop,Alta,6,26.6,5,11,2,8.9,0,No,Chat,Soporte académico,3.1,6,Baja,0
USR01407,2026-05-14,39,Femenino,Ibarra,Estudiante,Móvil,Alta,2,27.6,11,9,1,8.5,0,No,Chat,Inscripciones,2.6,4,Media,0
USR00182,2025-04-20,37,Femenino,Quito,Administrativo,Móvil,Baja,4,46.1,22,7,2,2.2,5,No,Autoservicio,Evaluaciones,1,1,Baja,0
USR00091,2026-06-10,38,Masculino,Manta,Estudiante,Laptop,Media,3,42.8,16,1,0,5.2,2,Sí,Chat,Evaluaciones,4,6,Media,0
USR01400,2025-09-05,48,Masculino,Guayaquil,Estudiante,Móvil,Media,7,83.6,27,3,1,4.3,0,Sí,Chat,Soporte académico,4.4,8,Media,0
USR00183,2026-06-23,34,Masculino,Guayaquil,Estudiante,Móvil,Baja,3,35.1,12,11,5,6,5,No,Correo,Biblioteca digital,2.2,3,Baja,0
USR00560,2026-02-27,39,Femenino,Quito,Estudiante,Tablet,Alta,5,64.8,20,5,0,8.1,4,Sí,Correo,Soporte académico,4.6,8,Baja,0
USR00235,2025-12-18,54,Masculino,Loja,Docente,Móvil,Media,5,42.3,26,2,3,7.5,3,Sí,Correo,Evaluaciones,3.9,6,Baja,0
USR00711,2025-03-17,34,Masculino,Ambato,Estudiante,Laptop,Alta,9,60.7,12,10,2,3.2,1,No,Teléfono,Soporte académico,3.2,4,Alta,1
USR00944,2025-02-10,31,Femenino,Guayaquil,Docente,Móvil,Media,10,32.5,18,6,0,3.3,3,No,Teléfono,Pagos,3.5,7,Media,0
USR00098,2025-12-29,34,Masculino,Cuenca,Docente,Tablet,Baja,2,19.7,13,6,2,3.7,5,Sí,Teléfono,Evaluaciones,3.1,5,Baja,0
USR00373,2025-05-24,25,Femenino,Loja,Estudiante,Laptop,Baja,7,48.7,23,2,3,4.5,1,Sí,Teléfono,Evaluaciones,2.8,5,Media,0
USR00265,2026-05-07,23,Femenino,Guayaquil,Administrativo,Móvil,Alta,8,42.2,23,3,0,2.6,4,Sí,Chat,Evaluaciones,3.9,6,Alta,1
USR01003,2026-04-01,30,Femenino,Manta,Estudiante,Laptop,Alta,10,47.6,16,3,3,6.2,0,Sí,Autoservicio,Soporte académico,3.9,8,Alta,1
USR01345,2026-05-19,22,Masculino,Guayaquil,Estudiante,Móvil,Alta,6,20,18,15,1,5.6,2,No,Autoservicio,Aula virtual,3.1,7,Media,0
USR00289,2025-07-13,34,Femenino,Quito,Estudiante,Laptop,Alta,6,38.3,10,3,1,6.8,4,No,Chat,Pagos,3.4,5,Baja,0
USR00415,2025-04-18,48,Masculino,Quito,Estudiante,Móvil,Alta,5,34,13,9,1,2.3,2,No,Correo,Aula virtual,4,6,Media,0
USR00194,2026-03-21,35,Femenino,Quito,Estudiante,Laptop,Alta,2,46.3,15,5,1,32.5,2,Sí,Chat,Evaluaciones,3.8,6,Alta,1
USR00066,2026-04-03,35,Femenino,Loja,Estudiante,Computador de escritorio,Media,4,26.4,16,4,2,8.2,1,No,Autoservicio,Aula virtual,2.8,4,Baja,0
USR00477,2025-10-21,33,Femenino,Quito,Estudiante,Tablet,Baja,6,17,20,4,5,6.9,5,Sí,Correo,Aula virtual,2.4,4,Baja,0
USR00607,2026-05-21,41,Masculino,Guayaquil,Estudiante,Laptop,Media,7,64.4,11,7,0,0.9,1,No,Correo,Biblioteca digital,2.1,3,Baja,0
USR01172,2025-12-20,27,Masculino,Guayaquil,Estudiante,Móvil,Media,2,14.2,18,11,2,5.1,1,No,Autoservicio,Soporte académico,3.2,4,Media,0
USR01308,2026-01-07,32,Masculino,Guayaquil,Estudiante,Móvil,Media,10,8.6,30,2,1,36.2,0,Sí,Chat,Inscripciones,3.3,6,Media,0
USR00655,2025-02-11,36,Masculino,Ambato,Administrativo,Móvil,Media,6,34.4,13,3,2,7.3,3,Sí,Autoservicio,Soporte académico,3.6,5,Media,0
USR00581,2025-07-15,33,Femenino,Quito,Estudiante,Laptop,Media,5,22.7,19,8,2,3.4,0,No,Correo,Pagos,2.5,4,Baja,0
USR01230,2025-05-29,39,Femenino,Cuenca,Estudiante,Laptop,Media,2,44.1,23,1,4,4.2,0,Sí,Chat,Biblioteca digital,4.3,6,Alta,1
USR00974,2025-08-12,36,Femenino,Cuenca,Estudiante,Móvil,Media,5,13.2,9,9,2,2.5,1,No,Correo,Pagos,4,7,Media,0
USR00114,2026-02-26,36,Masculino,Guayaquil,Estudiante,Tablet,Baja,1,50.2,15,11,3,7.6,7,Sí,Teléfono,Pagos,2.3,3,Media,0
USR00494,2026-02-03,30,Masculino,Loja,Docente,Laptop,Media,9,36.3,19,9,0,5.3,0,No,Chat,Soporte académico,2.8,5,Media,0
USR00773,2025-09-22,32,Femenino,Ambato,Estudiante,Laptop,Alta,2,77.3,13,0,1,6.3,3,Sí,Correo,Aula virtual,4,9,Alta,1
USR00832,2025-12-08,37,Masculino,Ibarra,Administrativo,Tablet,Media,5,61.2,24,0,1,2.7,3,Sí,Autoservicio,Biblioteca digital,3.7,6,Alta,1
USR00752,2025-07-11,31,Femenino,Guayaquil,Estudiante,Laptop,Media,4,50.9,16,1,2,15.5,3,Sí,Correo,Aula virtual,3.3,6,Media,0
USR00599,2025-02-21,30,Femenino,Quito,Estudiante,Laptop,Alta,8,72.6,25,2,0,2.1,0,Sí,Chat,Aula virtual,4.6,10,Alta,1
USR00428,2025-05-24,32,Masculino,Quito,Estudiante,Móvil,Baja,5,20,18,7,4,6.5,2,Sí,Correo,Aula virtual,3.8,7,Baja,0
